Coin,classification_open,action_open,action_close,classification_close,count_trades,avg_pnl,total_pnl,win_rate
@28,Neutral,open_short,close_short,Neutral,0,,0.0,
@28,Greed,open_long,close_long,Greed,0,,0.0,
@28,Greed,open_short,close_short,Greed,0,,0.0,
@28,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
@28,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@29,Extreme Fear,open_long,close_long,Extreme Fear,4,-0.021584,-0.086336,0.0
@29,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@29,Fear,open_long,close_long,Fear,4,-0.021584,-0.172672,0.0
@29,Fear,open_short,close_short,Fear,0,,0.0,
@29,Neutral,open_long,close_long,Neutral,4,-0.021584,-0.172672,0.0
@29,Neutral,open_short,close_short,Neutral,0,,0.0,
@29,Greed,open_long,close_long,Greed,4,-0.021584,-0.086336,0.0
@29,Greed,open_short,close_short,Greed,0,,0.0,
@29,Extreme Greed,open_long,close_long,Extreme Greed,4,-0.021584,-0.086336,0.0
@29,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@3,Extreme Fear,open_long,close_long,Extreme Fear,11,0.0241684999999999,0.4350329999999999,0.0555555555555555
@3,Extreme Fear,open_short,close_short,Extreme Fear,9,-0.45331,-5.89303,0.0
@3,Fear,open_long,close_long,Fear,11,0.0380737428571428,1.3325809999999998,0.0857142857142857
@3,Fear,open_short,close_short,Fear,9,-0.3121553125,-9.98897,0.0
@3,Neutral,open_long,close_long,Neutral,11,0.0340406153846153,0.4425279999999999,0.0769230769230769
@3,Neutral,open_short,close_short,Neutral,3,-0.8649266666666667,-2.59478,0.0
@3,Greed,open_long,close_long,Greed,11,0.0425024285714285,0.8925509999999999,0.0952380952380952
@3,Greed,open_short,close_short,Greed,9,-0.2505346666666667,-3.75802,0.0
@3,Extreme Greed,open_long,close_long,Extreme Greed,4,-0.00124925,-0.004997,0.0
@3,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@30,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
@30,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@30,Fear,open_long,close_long,Fear,0,,0.0,
@30,Fear,open_short,close_short,Fear,0,,0.0,
@30,Neutral,open_long,close_long,Neutral,0,,0.0,
@30,Neutral,open_short,close_short,Neutral,0,,0.0,
@30,Greed,open_long,close_long,Greed,0,,0.0,
@30,Greed,open_short,close_short,Greed,0,,0.0,
@30,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
@30,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@31,Extreme Fear,open_long,close_long,Extreme Fear,1,33.200982,66.401964,1.0
@31,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@31,Fear,open_long,close_long,Fear,1,33.200982,66.401964,1.0
@31,Fear,open_short,close_short,Fear,0,,0.0,
@31,Neutral,open_long,close_long,Neutral,0,,0.0,
@31,Neutral,open_short,close_short,Neutral,0,,0.0,
@31,Greed,open_long,close_long,Greed,1,33.200982,33.200982,1.0
@31,Greed,open_short,close_short,Greed,0,,0.0,
@31,Extreme Greed,open_long,close_long,Extreme Greed,1,33.200982,66.401964,1.0
@31,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@32,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
@32,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@32,Fear,open_long,close_long,Fear,0,,0.0,
@32,Fear,open_short,close_short,Fear,0,,0.0,
@32,Neutral,open_long,close_long,Neutral,0,,0.0,
@32,Neutral,open_short,close_short,Neutral,0,,0.0,
@32,Greed,open_long,close_long,Greed,0,,0.0,
@32,Greed,open_short,close_short,Greed,0,,0.0,
@32,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
@32,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@33,Extreme Fear,open_long,close_long,Extreme Fear,2,6.7809235,13.561847,1.0
@33,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@33,Fear,open_long,close_long,Fear,2,6.7809235,40.685541,1.0
@33,Fear,open_short,close_short,Fear,0,,0.0,
@33,Neutral,open_long,close_long,Neutral,0,,0.0,
@33,Neutral,open_short,close_short,Neutral,0,,0.0,
@33,Greed,open_long,close_long,Greed,2,6.7809235,13.561847,1.0
@33,Greed,open_short,close_short,Greed,0,,0.0,
@33,Extreme Greed,open_long,close_long,Extreme Greed,2,6.7809235,27.123694,1.0
@33,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@34,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
@34,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@34,Fear,open_long,close_long,Fear,0,,0.0,
@34,Fear,open_short,close_short,Fear,0,,0.0,
@34,Neutral,open_long,close_long,Neutral,0,,0.0,
@34,Neutral,open_short,close_short,Neutral,0,,0.0,
@34,Greed,open_long,close_long,Greed,0,,0.0,
@34,Greed,open_short,close_short,Greed,0,,0.0,
@34,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
@34,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@35,Extreme Fear,open_long,close_long,Extreme Fear,2,33.502604,67.005208,1.0
@35,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@35,Fear,open_long,close_long,Fear,2,33.502604,134.010416,1.0
@35,Fear,open_short,close_short,Fear,0,,0.0,
@35,Neutral,open_long,close_long,Neutral,2,33.502604,134.010416,1.0
@35,Neutral,open_short,close_short,Neutral,0,,0.0,
@35,Greed,open_long,close_long,Greed,2,33.502604,67.005208,1.0
@35,Greed,open_short,close_short,Greed,0,,0.0,
@35,Extreme Greed,open_long,close_long,Extreme Greed,2,33.502604,67.005208,1.0
@35,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@36,Extreme Fear,open_long,close_long,Extreme Fear,1,15.657666,31.315332,1.0
@36,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@36,Fear,open_long,close_long,Fear,1,15.657666,31.315332,1.0
@36,Fear,open_short,close_short,Fear,0,,0.0,
@36,Neutral,open_long,close_long,Neutral,0,,0.0,
@36,Neutral,open_short,close_short,Neutral,0,,0.0,
@36,Greed,open_long,close_long,Greed,1,15.657666,15.657666,1.0
@36,Greed,open_short,close_short,Greed,0,,0.0,
@36,Extreme Greed,open_long,close_long,Extreme Greed,1,15.657666,31.315332,1.0
@36,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@37,Extreme Fear,open_long,close_long,Extreme Fear,6,43.560811,609.851354,0.7857142857142857
@37,Extreme Fear,open_short,close_short,Extreme Fear,1,-8.10121,-24.30363,0.0
@37,Fear,open_long,close_long,Fear,6,63.77738622222223,573.996476,0.8888888888888888
@37,Fear,open_short,close_short,Fear,2,-2.8080325,-11.23213,0.0
@37,Neutral,open_long,close_long,Neutral,1,10.17323,10.17323,1.0
@37,Neutral,open_short,close_short,Neutral,1,-1.04364,-1.04364,0.0
@37,Greed,open_long,close_long,Greed,6,44.09692785714286,308.678495,0.8571428571428571
@37,Greed,open_short,close_short,Greed,2,-2.8080325,-11.23213,0.0
@37,Extreme Greed,open_long,close_long,Extreme Greed,6,53.348845454545454,586.8373,0.8181818181818182
@37,Extreme Greed,open_short,close_short,Extreme Greed,2,-5.748686666666667,-17.24606,0.0
@38,Extreme Fear,open_long,close_long,Extreme Fear,1,33.260785,33.260785,1.0
@38,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@38,Fear,open_long,close_long,Fear,1,33.260785,66.52157,1.0
@38,Fear,open_short,close_short,Fear,5,-3.983328,-39.83328,0.0
@38,Neutral,open_long,close_long,Neutral,1,33.260785,66.52157,1.0
@38,Neutral,open_short,close_short,Neutral,5,-3.983328,-39.83328,0.0
@38,Greed,open_long,close_long,Greed,1,33.260785,33.260785,1.0
@38,Greed,open_short,close_short,Greed,5,-3.983328,-59.74992,0.0
@38,Extreme Greed,open_long,close_long,Extreme Greed,1,33.260785,33.260785,1.0
@38,Extreme Greed,open_short,close_short,Extreme Greed,5,-3.983328,-19.91664,0.0
@39,Extreme Fear,open_long,close_long,Extreme Fear,1,12.234332,12.234332,1.0
@39,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@39,Fear,open_long,close_long,Fear,1,12.234332,24.468664,1.0
@39,Fear,open_short,close_short,Fear,0,,0.0,
@39,Neutral,open_long,close_long,Neutral,1,12.234332,24.468664,1.0
@39,Neutral,open_short,close_short,Neutral,0,,0.0,
@39,Greed,open_long,close_long,Greed,1,12.234332,12.234332,1.0
@39,Greed,open_short,close_short,Greed,0,,0.0,
@39,Extreme Greed,open_long,close_long,Extreme Greed,1,12.234332,12.234332,1.0
@39,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@4,Extreme Fear,open_long,close_long,Extreme Fear,311,-1.586204171653543,-1007.239649,0.1889763779527559
@4,Extreme Fear,open_short,close_short,Extreme Fear,358,-0.0073154526534859,-7.03015,0.0
@4,Fear,open_long,close_long,Fear,313,0.5161337135193134,481.036621,0.2650214592274678
@4,Fear,open_short,close_short,Fear,322,-0.008653932853717,-7.21738,0.0
@4,Neutral,open_long,close_long,Neutral,239,-4.390133146067416,-3125.7748,0.0941011235955056
@4,Neutral,open_short,close_short,Neutral,310,-0.0091564273504273,-5.35651,0.0
@4,Greed,open_long,close_long,Greed,192,9.053440384313726,2308.627298,0.4588235294117647
@4,Greed,open_short,close_short,Greed,356,-0.0083664387096774,-6.48399,0.0
@4,Extreme Greed,open_long,close_long,Extreme Greed,166,2.8426873990147787,577.065542,0.354679802955665
@4,Extreme Greed,open_short,close_short,Extreme Greed,238,-0.0088163333333333,-2.6449000000000003,0.0
@40,Extreme Fear,open_long,close_long,Extreme Fear,4,0.2749070999999997,2.749070999999997,0.4
@40,Extreme Fear,open_short,close_short,Extreme Fear,3,-0.94833,-8.53497,0.0
@40,Fear,open_long,close_long,Fear,4,5.764076399999999,28.820381999999995,0.6
@40,Fear,open_short,close_short,Fear,3,-0.94833,-2.84499,0.0
@40,Neutral,open_long,close_long,Neutral,1,16.742414999999998,33.484829999999995,1.0
@40,Neutral,open_short,close_short,Neutral,0,,0.0,
@40,Greed,open_long,close_long,Greed,4,3.01949175,12.077966999999996,0.5
@40,Greed,open_short,close_short,Greed,3,-0.94833,-2.84499,0.0
@40,Extreme Greed,open_long,close_long,Extreme Greed,4,1.0590741428571424,7.413518999999997,0.4285714285714285
@40,Extreme Greed,open_short,close_short,Extreme Greed,3,-0.94833,-5.68998,0.0
@41,Extreme Fear,open_long,close_long,Extreme Fear,1,36.734866,36.734866,1.0
@41,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@41,Fear,open_long,close_long,Fear,1,36.734866,73.469732,1.0
@41,Fear,open_short,close_short,Fear,0,,0.0,
@41,Neutral,open_long,close_long,Neutral,1,36.734866,73.469732,1.0
@41,Neutral,open_short,close_short,Neutral,0,,0.0,
@41,Greed,open_long,close_long,Greed,1,36.734866,36.734866,1.0
@41,Greed,open_short,close_short,Greed,0,,0.0,
@41,Extreme Greed,open_long,close_long,Extreme Greed,1,36.734866,36.734866,1.0
@41,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@42,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
@42,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@42,Fear,open_long,close_long,Fear,0,,0.0,
@42,Fear,open_short,close_short,Fear,0,,0.0,
@42,Neutral,open_long,close_long,Neutral,0,,0.0,
@42,Neutral,open_short,close_short,Neutral,0,,0.0,
@42,Greed,open_long,close_long,Greed,0,,0.0,
@42,Greed,open_short,close_short,Greed,0,,0.0,
@42,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
@42,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@44,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
@44,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@44,Fear,open_long,close_long,Fear,0,,0.0,
@44,Fear,open_short,close_short,Fear,0,,0.0,
@44,Neutral,open_long,close_long,Neutral,0,,0.0,
@44,Neutral,open_short,close_short,Neutral,0,,0.0,
@44,Greed,open_long,close_long,Greed,0,,0.0,
@44,Greed,open_short,close_short,Greed,0,,0.0,
@44,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
@44,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@45,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
@45,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@45,Fear,open_long,close_long,Fear,0,,0.0,
@45,Fear,open_short,close_short,Fear,0,,0.0,
@45,Neutral,open_long,close_long,Neutral,0,,0.0,
@45,Neutral,open_short,close_short,Neutral,0,,0.0,
@45,Greed,open_long,close_long,Greed,0,,0.0,
@45,Greed,open_short,close_short,Greed,0,,0.0,
@45,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
@45,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@46,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
@46,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@46,Fear,open_long,close_long,Fear,0,,0.0,
@46,Fear,open_short,close_short,Fear,0,,0.0,
@46,Neutral,open_long,close_long,Neutral,0,,0.0,
@46,Neutral,open_short,close_short,Neutral,0,,0.0,
@46,Greed,open_long,close_long,Greed,0,,0.0,
@46,Greed,open_short,close_short,Greed,0,,0.0,
@46,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
@46,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@47,Extreme Fear,open_long,close_long,Extreme Fear,2,25.1481445,50.296289,1.0
@47,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@47,Fear,open_long,close_long,Fear,2,25.1481445,100.592578,1.0
@47,Fear,open_short,close_short,Fear,0,,0.0,
@47,Neutral,open_long,close_long,Neutral,2,25.1481445,100.592578,1.0
@47,Neutral,open_short,close_short,Neutral,0,,0.0,
@47,Greed,open_long,close_long,Greed,2,25.1481445,50.296289,1.0
@47,Greed,open_short,close_short,Greed,0,,0.0,
@47,Extreme Greed,open_long,close_long,Extreme Greed,2,25.1481445,50.296289,1.0
@47,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@48,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
@48,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@48,Fear,open_long,close_long,Fear,0,,0.0,
@48,Fear,open_short,close_short,Fear,0,,0.0,
@48,Neutral,open_long,close_long,Neutral,0,,0.0,
@48,Neutral,open_short,close_short,Neutral,0,,0.0,
@48,Greed,open_long,close_long,Greed,0,,0.0,
@48,Greed,open_short,close_short,Greed,0,,0.0,
@48,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
@48,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@49,Extreme Fear,open_long,close_long,Extreme Fear,3,-13.624320666666664,-81.74592399999999,0.0
@49,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@49,Fear,open_long,close_long,Fear,3,-13.624320666666664,-40.872962,0.0
@49,Fear,open_short,close_short,Fear,0,,0.0,
@49,Neutral,open_long,close_long,Neutral,3,-13.624320666666664,-40.872962,0.0
@49,Neutral,open_short,close_short,Neutral,0,,0.0,
@49,Greed,open_long,close_long,Greed,3,-13.624320666666664,-81.74592399999999,0.0
@49,Greed,open_short,close_short,Greed,0,,0.0,
@49,Extreme Greed,open_long,close_long,Extreme Greed,3,-13.624320666666664,-40.872962,0.0
@49,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@51,Extreme Fear,open_long,close_long,Extreme Fear,3,-95.30711171428572,-667.149782,0.0
@51,Extreme Fear,open_short,close_short,Extreme Fear,149,-0.0266219565608465,-5.03154979,0.0
@51,Fear,open_long,close_long,Fear,3,-154.80367875000002,-619.2147150000001,0.0
@51,Fear,open_short,close_short,Fear,169,-0.0269052993192488,-11.46165751,0.0
@51,Neutral,open_long,close_long,Neutral,1,-288.304282,-288.304282,0.0
@51,Neutral,open_short,close_short,Neutral,160,-0.0272959510738255,-8.13419342,0.0
@51,Greed,open_long,close_long,Greed,3,-73.79035633333332,-442.742138,0.0
@51,Greed,open_short,close_short,Greed,183,-0.027063826875,-14.72272182,0.0
@51,Extreme Greed,open_long,close_long,Extreme Greed,3,-84.05983725,-336.239349,0.0
@51,Extreme Greed,open_short,close_short,Extreme Greed,163,-0.0266665039459459,-4.93330323,0.0
@53,Extreme Fear,open_long,close_long,Extreme Fear,1,32.533044,65.066088,1.0
@53,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@53,Fear,open_long,close_long,Fear,2,34.384028,206.304168,1.0
@53,Fear,open_short,close_short,Fear,0,,0.0,
@53,Neutral,open_long,close_long,Neutral,0,,0.0,
@53,Neutral,open_short,close_short,Neutral,0,,0.0,
@53,Greed,open_long,close_long,Greed,2,34.384028,103.152084,1.0
@53,Greed,open_short,close_short,Greed,0,,0.0,
@53,Extreme Greed,open_long,close_long,Extreme Greed,2,33.458536,100.375608,1.0
@53,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@59,Extreme Fear,open_long,close_long,Extreme Fear,8,337.7939955454545,3715.733951,1.0
@59,Extreme Fear,open_short,close_short,Extreme Fear,25,-0.0274411522580645,-0.85067572,0.0
@59,Fear,open_long,close_long,Fear,5,278.67311860000007,1393.3655930000002,1.0
@59,Fear,open_short,close_short,Fear,32,-0.0249574464285714,-1.397617,0.0
@59,Neutral,open_long,close_long,Neutral,8,305.33887481818186,3358.727623,1.0
@59,Neutral,open_short,close_short,Neutral,28,-0.0230788253571428,-1.29241422,0.0
@59,Greed,open_long,close_long,Greed,8,336.4052007777778,6055.293614,1.0
@59,Greed,open_short,close_short,Greed,34,-0.023653692875,-1.89229543,0.0
@59,Extreme Greed,open_long,close_long,Extreme Greed,8,305.33887481818186,3358.727623,1.0
@59,Extreme Greed,open_short,close_short,Extreme Greed,34,-0.0210070513333333,-0.94531731,0.0
@6,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
@6,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@6,Fear,open_long,close_long,Fear,0,,0.0,
@6,Fear,open_short,close_short,Fear,0,,0.0,
@6,Neutral,open_long,close_long,Neutral,0,,0.0,
@6,Neutral,open_short,close_short,Neutral,0,,0.0,
@6,Greed,open_long,close_long,Greed,0,,0.0,
@6,Greed,open_short,close_short,Greed,0,,0.0,
@6,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
@6,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@61,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
@61,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@61,Fear,open_long,close_long,Fear,0,,0.0,
@61,Fear,open_short,close_short,Fear,0,,0.0,
@61,Neutral,open_long,close_long,Neutral,0,,0.0,
@61,Neutral,open_short,close_short,Neutral,0,,0.0,
@61,Greed,open_long,close_long,Greed,0,,0.0,
@61,Greed,open_short,close_short,Greed,0,,0.0,
@61,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
@61,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@63,Extreme Fear,open_long,close_long,Extreme Fear,1,-20.667015,-41.33403,0.0
@63,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@63,Fear,open_long,close_long,Fear,1,-20.667015,-20.667015,0.0
@63,Fear,open_short,close_short,Fear,0,,0.0,
@63,Neutral,open_long,close_long,Neutral,0,,0.0,
@63,Neutral,open_short,close_short,Neutral,0,,0.0,
@63,Greed,open_long,close_long,Greed,1,-20.667015,-82.66806,0.0
@63,Greed,open_short,close_short,Greed,0,,0.0,
@63,Extreme Greed,open_long,close_long,Extreme Greed,1,-20.667015,-20.667015,0.0
@63,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@68,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
@68,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@68,Fear,open_long,close_long,Fear,0,,0.0,
@68,Fear,open_short,close_short,Fear,0,,0.0,
@68,Neutral,open_long,close_long,Neutral,0,,0.0,
@68,Neutral,open_short,close_short,Neutral,0,,0.0,
@68,Greed,open_long,close_long,Greed,0,,0.0,
@68,Greed,open_short,close_short,Greed,0,,0.0,
@68,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
@68,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@7,Extreme Fear,open_long,close_long,Extreme Fear,0,,0.0,
@7,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
@7,Fear,open_long,close_long,Fear,0,,0.0,
@7,Fear,open_short,close_short,Fear,0,,0.0,
@7,Neutral,open_long,close_long,Neutral,0,,0.0,
@7,Neutral,open_short,close_short,Neutral,0,,0.0,
@7,Greed,open_long,close_long,Greed,0,,0.0,
@7,Greed,open_short,close_short,Greed,0,,0.0,
@7,Extreme Greed,open_long,close_long,Extreme Greed,0,,0.0,
@7,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
@74,Extreme Fear,open_long,close_long,Extreme Fear,5,111.89007383333336,671.340443,1.0
@74,Extreme Fear,open_short,close_short,Extreme Fear,1,-0.283648,-0.850944,0.0
@74,Fear,open_long,close_long,Fear,5,63.82649258333333,765.917911,1.0
@74,Fear,open_short,close_short,Fear,1,-0.283648,-0.283648,0.0
